Продукт,Калорийность,Углеводы,Белки,Жиры
Творог 9% [Ашан],141 кКал,3 г,12 г,9 г
"Творог для Детей 4,2% [Ашан]",115 кКал,"11,7 г","7,6 г","4,2 г"
Творог для Детей 5% [Ашан],97 кКал,4 г,9 г,5 г
"Творог Мягкий 0,1% [Ашан]",35 кКал,"0,9 г",7 г,"0,1 г"
Творог Мягкий 5% [Ашан],75 кКал,"0,5 г",7 г,5 г
Творог Мягкий 9% [Ашан],110 кКал,"0,5 г",7 г,9 г
"Творог Натуральный 7,8% [Ашан]",110 кКал,"2,9 г",7 г,"7,8 г"
Творог Нежирный [Ашан],69 кКал,"1,8 г",15 г,"0,2 г"
Творог Обезжиренный [Ашан],74 кКал,"3,3 г",14 г,"0,5 г"
"Творог Обезжиренный 1,8% [Ашан]",101 кКал,"3,3 г",18 г,"1,8 г"
Творог с Массовой Долей Жира 0% [Ашан],46 кКал,"3,4 г",8 г,"0,1 г"
Творожная Масса [Ашан],247 кКал,17 г,11 г,15 г
Творожник Весовой [Ашан],250 кКал,32 г,"3,7 г","6,3 г"
Творожник Весовой с Персиком [Ашан],246 кКал,18 г,"5,3 г","5,9 г"
Творожник Чиз-Кейк [Ашан],146 кКал,18 г,"5,3 г","5,9 г"
Творожники с Сухофруктами [Ашан],315 кКал,"21,7 г","15,2 г",18 г
Творожный Десерт с Карамелью Мягкой [Ашан],140 кКал,22 г,4 г,"4,2 г"
Творожный Десерт с Персиком [Ашан],140 кКал,22 г,4 г,"4,2 г"
Творожный Десерт со Вкусом Пломбира [Ашан],140 кКал,22 г,4 г,"4,2 г"
Творожный Продукт с Заменителем Молочного Жира [Ашан],139 кКал,"1,8 г",6 г,12 г
Творожный Сыр [Ашан],290 кКал,"2,5 г",10 г,"26,6 г"
Творожный Сырок [Ашан],400 кКал,"40,8 г","7,8 г",23 г
Творожный Сырок Глазированный в Вафельном Рожке [Ашан],400 кКал,"41,3 г","7,6 г",23 г
"Творожок ""DUO"" 10,4% [Ашан]",135 кКал,"3,7 г","6,7 г","10,4 г"
Телятина [Ашан],100 кКал,0 г,"19,9 г","2,2 г"
Телятина Для Запекания [Ашан],77 кКал,0 г,17 г,1 г
Телятина для Тушения [Ашан],94 кКал,0 г,19 г,2 г
Телятина Тазобедренная Часть [Ашан],81 кКал,0 г,18 г,1 г
Тёмный Шоколад 45% [Ашан],500 кКал,47 г,6 г,32 г
Темный Шоколад Абрикосовая Косточка [Ашан],523 кКал,"46,9 г","7,7 г","33,8 г"
Тёмный Шоколад Крем Шампанское [Ашан],502 кКал,"50,3 г",6 г,"30,7 г"
Тёмный Шоколад с Мятной Начинкой [Ашан],540 кКал,52 г,4 г,35 г
Тёмный Шоколад с Начинкой из Фиалки [Ашан],524 кКал,55 г,"7,1 г",34 г
Темный Шоколад с Начинкой из Фиалки [Ашан],524 кКал,55 г,"7,1 г",34 г
Темный Шоколад с Трюфельной Начинкой [Ашан],563 кКал,47 г,6 г,39 г
Тёмный Шоколад с Трюфельной Начинкой [Ашан],563 кКал,47 г,6 г,39 г
Темный Шоколад со Стевией [Ашан],459 кКал,"33,1 г","5,6 г","33,8 г"
Тёмный Шоколад со Стевией Апельсин [Ашан],444 кКал,"37,4 г",5 г,"30,7 г"
Темный Шоколад со Стевией Апельсин [Ашан],444 кКал,"37,4 г",5 г,"30,7 г"
Тёмный Шоколад со Стевией Имбирь [Ашан],453 кКал,"36,4 г","5,4 г","32,1 г"
Тёмный Шоколад со Стевией Клюква [Ашан],453 кКал,"35,8 г","5,3 г","32,3 г"
Тёмный Шоколад со Стевией Клюква [Ашан],453 кКал,"35,8 г","5,3 г","32,3 г"
Тёмный Шоколад Ягодный Микс [Ашан],520 кКал,"49,5 г","6,4 г","32,9 г"
Темпестина [Ашан],350 кКал,"70,5 г","12,5 г","1,2 г"
Тесто [Ашан],195 кКал,"40,6 г","6,1 г","0,9 г"
Тесто Дрожжевое для Пирожков [Ашан],273 кКал,45 г,"7,2 г","7,1 г"
Тесто Сдобное [Ашан],365 кКал,"55,8 г","10,7 г",11 г
Тефтели [Ашан],131 кКал,8 г,9 г,7 г
Тефтели из Говядины [Ашан],157 кКал,"11,7 г","16,3 г",5 г
Тефтели Куриные [Ашан],188 кКал,"1,7 г",27 г,"8,1 г"
Тилапия [Ашан],156 кКал,0 г,"12,8 г","16,1 г"
Тирамису [Ашан],260 кКал,27 г,"6,5 г","13,5 г"
Томатная Паста [Ашан],26 кКал,"4,6 г","1,4 г","0,2 г"
Томатное Пюре с Базиликом [Ашан],26 кКал,"4,6 г","1,4 г","0,2 г"
Томатный Сок [Ашан],20 кКал,5 г,0 г,0 г
Томаты в Томатном Соке [Ашан],16 кКал,4 г,0 г,0 г
Томаты Сушеные [Ашан],123 кКал,"16,1 г","4,3 г","4,6 г"
Томаты Черри Кумато [Ашан],23 кКал,"2,8 г","0,8 г","0,1 г"
Томаты Черри Сушеные [Ашан],20 кКал,"4,2 г","0,6 г","0,2 г"
Тортилья [Ашан],295 кКал,"56,7 г","8,5 г","3,8 г"
Треска Горячего Копчения [Ашан],113 кКал,0 г,26 г,1 г
Треска на Пару [Ашан],189 кКал,0 г,"22,5 г","12,5 г"
Трески Спинка [Ашан],77 кКал,0 г,18 г,"0,1 г"
Трубочка с Сыром и Грибами [Ашан],153 кКал,"21,9 г",3 г,"5,5 г"
Трубочки [Ашан],510 кКал,70 г,3 г,24 г
Тунец Рубленный [Ашан],86 кКал,0 г,17 г,2 г
Тушка Кальмара [Ашан],73 кКал,0 г,16 г,1 г
Тыква Баттернат [Ашан],45 кКал,"9,7 г",1 г,"0,1 г"
Тыквенные Семечки [Ашан],570 кКал,14 г,25 г,50 г
Уксус Бальзамический [Ашан],75 кКал,17 г,"1,5 г",0 г
Улитка Греческая Курица с Паприкой [Ашан],273 кКал,44 г,11 г,"5,9 г"
Улитка Греческая с Абрикосовой Начинкой [Ашан],341 кКал,42 г,4 г,"17,4 г"
Улитка Греческая с Ветчиной и Сыром [Ашан],312 кКал,48 г,10 г,"8,9 г"
Улитка Греческая с Вишней [Ашан],326 кКал,54 г,"5,2 г",10 г
Улитка Греческая с Картофелем и Грибами [Ашан],386 кКал,51 г,5 г,18 г
Улитка Греческая с Курицей и Сыром [Ашан],309 кКал,48 г,10 г,"8,5 г"
Улитка Греческая с Лимоном [Ашан],326 кКал,54 г,"5,2 г",10 г
Улитка Рулетик с Маком [Ашан],249 кКал,"51,5 г","7,8 г","1,3 г"
Улитка Рулетик с Ореховой Начинкой [Ашан],226 кКал,"32,6 г","8,7 г","6,7 г"
Улитка Рулетик с Орехом [Ашан],226 кКал,"32,6 г","8,7 г","6,7 г"
Улитка Рулетик с Творогом [Ашан],338 кКал,"38,4 г","8,1 г","16,5 г"
Улитка Рулетик с Яблоком [Ашан],336 кКал,"35,8 г","8,6 г","17,2 г"
Улитка Рулетик с Яблоком и Корицей [Ашан],336 кКал,"35,8 г","8,6 г","17,2 г"
Улитка Рулетик со Шпинатом [Ашан],336 кКал,"35,8 г","8,6 г","17,2 г"
Улитка Рулетик со Шпинатом и Сыром [Ашан],248 кКал,"33,6 г","7,6 г","9,2 г"
Улитка с Изюмом [Ашан],403 кКал,"47,3 г","5,4 г","21,3 г"
Улитка с Корицей [Ашан],299 кКал,"32,2 г","5,5 г","16,5 г"
Улитка с Курицей [Ашан],226 кКал,"32,6 г","8,7 г","6,7 г"
Улитка с Маком [Ашан],404 кКал,"45,7 г","5,6 г","21,9 г"
Улитка с Мясом [Ашан],345 кКал,"35,8 г",8 г,"18,5 г"
Улитка с Сыром [Ашан],233 кКал,"31,6 г","9,3 г","7,7 г"
Улитка с Творогом [Ашан],336 кКал,"35,8 г","8,6 г","17,2 г"
Улитка с Яблоком [Ашан],389 кКал,"44,2 г","5,3 г","21,2 г"
Улитка со Шпинатом и Сыром [Ашан],233 кКал,"32,6 г","8,7 г","6,7 г"
Уха по-Фински со Сливками [Ашан],61 кКал,"7,8 г","2,9 г",2 г
Фарфалле [Ашан],343 кКал,65 г,13 г,"1,9 г"
Фарш [Ашан],210 кКал,0 г,14 г,18 г
Фарш Деликатесный Говяжий [Ашан],162 кКал,0 г,18 г,10 г
Фарш Домашний [Ашан],336 кКал,0 г,"16,5 г",30 г
Фарш из Говядины [Ашан],248 кКал,0 г,17 г,20 г
Фарш из Говядины 80/20 Фермерский [Ашан],130 кКал,0 г,16 г,14 г
Фарш из Говядины Фермерской [Ашан],210 кКал,0 г,14 г,18 г
Фарш из Кролика [Ашан],160 кКал,0 г,20 г,9 г
Фарш из Мраморной Говядины [Ашан],190 кКал,0 г,18 г,25 г
Фарш из Постной Говядины [Ашан],144 кКал,0 г,18 г,8 г
Фарш из Свинины [Ашан],400 кКал,0 г,10 г,40 г
Фарш из Свинины Фермерский [Ашан],350 кКал,0 г,11 г,34 г
Фарш из Телятины [Ашан],130 кКал,0 г,16 г,7 г
Фарш Краинский [Ашан],520 кКал,0 г,8 г,54 г
Фарш по-Деревенски Фермерский [Ашан],270 кКал,0 г,12 г,25 г
Фарш по-Домашнему [Ашан],207 кКал,0 г,"17,5 г","11,5 г"
Фарш по-Домашнему Фермерский [Ашан],275 кКал,0 г,"12,5 г",25 г
Фарш Украинский [Ашан],332 кКал,0 г,11 г,32 г
Фарш Экстра из Говядины [Ашан],117 кКал,0 г,18 г,5 г
Фарш Экстра из Свинины [Ашан],158 кКал,0 г,17 г,10 г
Фасоль Белая [Ашан],85 кКал,15 г,6 г,0 г
Фасоль Белая в Томатном Соусе [Ашан],90 кКал,16 г,6 г,0 г
Фасоль Белая Сухая [Ашан],298 кКал,47 г,21 г,2 г
Фасоль Бэйби Лима [Ашан],343 кКал,"60,7 г","22,8 г",1 г
Фасоль в Чесночном Соусе [Ашан],140 кКал,24 г,7 г,2 г
Фасоль Красная в Томатном Соусе [Ашан],90 кКал,16 г,6 г,0 г
Фасоль Микс [Ашан],350 кКал,62 г,21 г,2 г
Фасоль Нарезанная Вес [Ашан],20 кКал,"4,5 г","2,2 г","0,2 г"
Фасоль Романо [Ашан],31 кКал,"3,3 г","2,2 г","0,2 г"
Фасоль с Лесными Грибами [Ашан],180 кКал,24 г,9 г,5 г
Фасоль с Перцем [Ашан],180 кКал,28 г,9 г,4 г
Фасоль Стручковая Резаная [Ашан],30 кКал,"4,5 г",4 г,0 г
Фетуччини [Ашан],366 кКал,"65,9 г","14,6 г","4,3 г"
Филе Бедра Индейки [Ашан],91 кКал,0 г,16 г,16 г
Филе Грудки Индейки [Ашан],92 кКал,0 г,16 г,3 г
Филе Куриное Аладин [Ашан],340 кКал,12 г,17 г,"15,7 г"
Филе Куриное Запеченое [Ашан],135 кКал,"0,7 г",23 г,"8,9 г"
Филе Куриное Отварное [Ашан],204 кКал,1 г,14 г,16 г
Филе Курицы [Ашан],143 кКал,0 г,"24,4 г","4,6 г"
Филе Сазана [Ашан],97 кКал,0 г,"18,2 г","2,7 г"
Филе Сельди [Ашан],191 кКал,0 г,"11,8 г",16 г
Филе Тилапии [Ашан],82 кКал,0 г,17 г,"1,5 г"
Филе Трески [Ашан],82 кКал,0 г,18 г,1 г
Филе Трески Спинка [Ашан],69 кКал,0 г,16 г,"0,6 г"
Филе Тунца [Ашан],103 кКал,0 г,"23,4 г",1 г
Филе Хека с Овощами на Пару [Ашан],79 кКал,"4,1 г","10,8 г","2,1 г"
Филейный Край Говяжий [Ашан],130 кКал,0 г,18 г,"6,5 г"
Филейный Край Телячий [Ашан],94 кКал,0 г,19 г,2 г
Финики [Ашан],265 кКал,"67,5 г",2 г,"0,5 г"
Финики без Косточки [Ашан],290 кКал,69 г,"2,5 г","0,5 г"
Финики Иран [Ашан],255 кКал,"67,5 г",2 г,"0,5 г"
Финики Отборные Тунис [Ашан],265 кКал,"67,5 г",2 г,0 г
Финики Сушёные [Ашан],250 кКал,58 г,"2,5 г","0,5 г"
Финики Сушеные без Косточек [Ашан],320 кКал,79 г,1 г,0 г
Финики Сушёные Отборные [Ашан],305 кКал,"71,9 г","2,2 г","0,5 г"
Фисташки [Ашан],620 кКал,17 г,22 г,52 г
Форель [Ашан],181 кКал,0 г,"14,9 г","9,2 г"
Форель Карельская [Ашан],179 кКал,0 г,"18,6 г","11,4 г"
Форель Ломтики Слабосоленая по-Норвежски [Ашан],197 кКал,0 г,16 г,"14,8 г"
Форель Радужная [Ашан],127 кКал,0 г,19 г,"5,6 г"
Форель Слабосоленая [Ашан],207 кКал,0 г,21 г,"13,7 г"
Форель Филе-Кусок Слабосоленая [Ашан],148 кКал,0 г,"16,4 г","9,1 г"
Форель Филе-Кусок Холодного Копчения [Ашан],146 кКал,0 г,"19,2 г","7,7 г"
Французский Мини Багет со Злаками [Ашан],244 кКал,"51,9 г","7,3 г","0,8 г"
Французский Традиционный Багет [Ашан],234 кКал,"49,5 г","7,2 г","0,8 г"
Фрикадельки Мясные в Томатном Соусе [Ашан],110 кКал,4 г,6 г,8 г
Фруктовое Пюре Яблоко/Груша Био [Ашан],107 кКал,"24,3 г","0,4 г","0,3 г"
Фруктовый Хлеб [Ашан],307 кКал,52 г,"7,6 г","7,4 г"
Фундук в Шоколаде [Ашан],580 кКал,46 г,"6,5 г",41 г
Фундук Жареный [Ашан],680 кКал,"9,5 г",15 г,65 г
Фундук Необжаренный [Ашан],650 кКал,9 г,15 г,61 г
Фундук Сушеный [Ашан],666 кКал,"13,4 г","14,3 г","61,2 г"
Фунчеза [Ашан],117 кКал,4 г,"8,1 г","7,6 г"
Фунчеза с Овощами [Ашан],125 кКал,"16,5 г","0,4 г","6,5 г"
Фунчоза по-Корейски [Ашан],114 кКал,9 г,"1,3 г",7 г
Хала Плетеная с Маком [Ашан],263 кКал,"50,5 г","7,5 г","2,9 г"
Халва Зебра [Ашан],340 кКал,89 г,"1,5 г","0,5 г"
Халва Кунжутная [Ашан],550 кКал,45 г,17 г,34 г
Халва Молочная с Миндалем [Ашан],340 кКал,89 г,"1,5 г","0,5 г"
Халва Молочная с Фундуком [Ашан],340 кКал,89 г,"1,5 г","0,5 г"
Халва Подсолнечная [Ашан],550 кКал,48 г,12 г,34 г
Халва Подсолнечная с Какао [Ашан],520 кКал,51 г,12 г,30 г
Халва Подсолнечная с Маком [Ашан],550 кКал,34 г,13 г,41 г
Халва Подсолнечная с Ядрами Подсолнечника [Ашан],560 кКал,43 г,13 г,37 г
Халва с Фисташкой Ромбик [Ашан],354 кКал,"21,5 г",9 г,19 г
Халва Сникерс [Ашан],482 кКал,42 г,11 г,30 г
Халва Тахинно-Арахисовая [Ашан],520 кКал,42 г,14 г,33 г
Халуми [Ашан],287 кКал,"1,8 г",20 г,22 г
Хамон Курадо [Ашан],219 кКал,"0,3 г","29,2 г","11,2 г"
Хамса Холодного Копчения [Ашан],249 кКал,0 г,22 г,17 г
Хачапури с Курицей и Грибами [Ашан],473 кКал,"38,8 г","14,7 г","27,8 г"
Хинкали [Ашан],245 кКал,26 г,"8,2 г",12 г
Хлеб 8 Злаков [Ашан],250 кКал,39 г,13 г,5 г
Хлеб 8 Злаков Сереформ [Ашан],350 кКал,58 г,17 г,5 г
Хлеб Fanfan Деревенский [Ашан],234 кКал,50 г,7 г,"0,7 г"
Хлеб Альпийский Рустик [Ашан],298 кКал,"36,8 г","12,4 г","11,3 г"
Хлеб Арбатский [Ашан],268 кКал,"52,4 г","8,3 г","2,2 г"
Хлеб Баварский [Ашан],236 кКал,"41,2 г","8,7 г","3,4 г"
Хлеб Белый Формовой [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Хлеб Богатырский с Отрубями [Ашан],276 кКал,"54,6 г","9,5 г","4,6 г"
Хлеб Бодрый [Ашан],326 кКал,"57,6 г",14 г,"1,9 г"
Хлеб Бородино [Ашан],213 кКал,"41,7 г","7,6 г","1,2 г"
Хлеб Бородинский [Ашан],228 кКал,39 г,"6,9 г","1,3 г"
Хлеб Бородинский Новый [Ашан],160 кКал,"36,7 г","4,2 г","0,8 г"
Хлеб Брусничная Поляна [Ашан],245 кКал,"48,8 г","9,3 г","2,1 г"
Хлеб Гречишный Темный [Ашан],328 кКал,45 г,19 г,8 г
Хлеб Дарница [Ашан],248 кКал,"44,5 г","8,9 г","3,3 г"
Хлеб Деревенский [Ашан],262 кКал,"54,4 г","8,8 г","1,1 г"
Хлеб Деревенский с Отрубями [Ашан],259 кКал,"52,5 г","8,8 г","1,1 г"
Хлеб Дижонский [Ашан],232 кКал,"43,7 г","8,6 г","2,9 г"
Хлеб для Сэндвичей [Ашан],259 кКал,51 г,7 г,3 г
Хлеб Домашний [Ашан],215 кКал,45 г,"7,8 г",1 г
Хлеб Домашний на Молоке [Ашан],278 кКал,"59,3 г","9,5 г","1,9 г"
Хлеб Женевский Кукурузный [Ашан],295 кКал,44 г,"8,7 г","11,6 г"
Хлеб Зерновой [Ашан],206 кКал,"35,4 г",8 г,"3,4 г"
Хлеб Картофельный [Ашан],232 кКал,"50,3 г","7,3 г","2,1 г"
Хлеб Кефирный [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Хлеб Корона с Кунжутом [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Хлеб Корона с Маком [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Хлеб Кукурузный [Ашан],256 кКал,"50,5 г","9,4 г","1,2 г"
Хлеб Кукурузный Особый [Ашан],273 кКал,"46,4 г",11 г,"4,8 г"
Хлеб Кукурузный с Сыром [Ашан],265 кКал,"50,5 г","9,4 г","1,5 г"
Хлеб Кукурузный с Тыквой [Ашан],252 кКал,45 г,"8,7 г","3,7 г"
Хлеб Луковый [Ашан],243 кКал,45 г,"7,1 г","3,8 г"
Хлеб Мариинский с Изюмом [Ашан],227 кКал,"45,7 г","8,6 г","1,1 г"
Хлеб Монастырский [Ашан],340 кКал,"59,9 г","13,3 г","5,3 г"
Хлеб Мультизерновой Весовой [Ашан],206 кКал,"38,6 г",7 г,"2,6 г"
Хлеб Немецкий [Ашан],194 кКал,"36,6 г","6,1 г","2,6 г"
Хлеб Нива [Ашан],257 кКал,"49,2 г","7,5 г","2,8 г"
Хлеб Нордлендер [Ашан],298 кКал,"36,8 г","12,4 г","11,3 г"
Хлеб Паве Гурман [Ашан],240 кКал,48 г,8 г,1 г
Хлеб Парижский с Кунжутом [Ашан],300 кКал,55 г,10 г,4 г
Хлеб Подсолнух [Ашан],262 кКал,"40,3 г","8,6 г","7,4 г"
Хлеб Посольский [Ашан],262 кКал,"40,3 г","9,4 г",7 г
Хлеб Прибалтийский [Ашан],220 кКал,45 г,8 г,1 г
Хлеб Пшенично-Ржаной [Ашан],223 кКал,46 г,"7,5 г",1 г
Хлеб Пшенично-Ржаной [Ашан],223 кКал,46 г,"7,5 г",1 г
Хлеб Пшеничный Знатный [Ашан],244 кКал,"51,2 г","7,8 г","1,3 г"
Хлеб Ржано-Пшеничный Столичный [Ашан],210 кКал,"45,8 г",7 г,"1,2 г"
Хлеб Ржаной [Ашан],199 кКал,"43,3 г","5,6 г","1,1 г"
Хлеб Ржаной Баварский [Ашан],248 кКал,"41,2 г","8,7 г","3,4 г"
Хлеб Ржаной Мини [Ашан],220 кКал,46 г,6 г,1 г
Хлеб Ржаной с Кориандром [Ашан],222 кКал,"43,3 г","6,9 г","2,4 г"
Хлеб Рижский Особый [Ашан],215 кКал,45 г,"6,4 г",1 г
Хлеб Рыбацкий [Ашан],230 кКал,47 г,8 г,1 г
Хлеб с Беконом [Ашан],244 кКал,"51,9 г","7,3 г","0,8 г"
Хлеб с Изюмом и Брусникой [Ашан],205 кКал,"48,4 г","9,3 г","2,1 г"
Хлеб с Мюсли Весовой [Ашан],238 кКал,"48,9 г","6,1 г",2 г
Хлеб с Отрубями [Ашан],268 кКал,"47,7 г","9,6 г","3,8 г"
Хлеб с Семенами Подсолнечника [Ашан],238 кКал,"46,2 г","7,6 г","0,9 г"
Хлеб с Семенами Тыквы [Ашан],230 кКал,"43,5 г","8,2 г","2,6 г"
Хлеб с Сыром Весовой [Ашан],385 кКал,"42,3 г","7,8 г","20,2 г"
Хлеб Сандвич [Ашан],274 кКал,"50,8 г","7,8 г","3,9 г"
Хлеб Сельский [Ашан],216 кКал,"43,3 г","7,8 г","0,9 г"
Хлеб Сельский Овальный [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Хлеб Славянский [Ашан],204 кКал,40 г,"6,8 г","1,2 г"
Хлеб Солнечный [Ашан],260 кКал,49 г,8 г,4 г
